timeStamp,x,y,z
0.00062907901718745052,42.828971862792969,25.800758361816406,42.828971862792969
0.11866542875091568,36.849014282226563,33.79571533203125,36.849014282226563
0.23336607737371651,29.399820327758789,40.44317626953125,29.399820327758789
0.35322594371473315,20.778408050537109,45.478103637695313,20.778408050537109
0.468795157588346,11.328523635864258,48.699741363525391,11.328523635864258
0.58817519615419656,1.426952600479126,49.979633331298828,1.426952600479126
0.70842166170089627,-8.5315132141113281,49.266754150390625,-8.5315132141113281
0.8285672009062921,-18.149812698364258,46.589530944824219,-18.149812698364258
0.94839884208406033,-27.044448852539062,42.054702758789063,-27.044448852539062
1.0685807318784839,-34.86077880859375,35.84307861328125,-34.86077880859375
1.1879209986233832,-41.287147521972656,28.20233154296875,-41.287147521972656
1.3137432168731777,-46.067325592041016,19.437108993530273,-46.067325592041016
1.4332010884649264,-49.010726928710938,9.8968973159790039,-49.010726928710938
1.553057533574048,-49.999984741210938,-0.037920106202363968,-49.999984741210938
1.6566088150605935,-48.995658874511719,-9.9712257385253906,-48.995658874511719
1.7780800816305771,-46.037792205810547,-19.506961822509766,-46.037792205810547
2.8990009575172735,-41.24432373046875,-28.264921188354492,-41.24432373046875
3.0187761483685449,-34.806369781494141,-35.895912170410156,-34.806369781494141
3.1379380834002291,-26.980628967285156,-42.095672607421875,-26.980628967285156
3.2583714337399385,-18.079126358032227,-46.617008209228516,-18.079126358032227
3.3782975864491789,-8.4567756652832031,-49.279640197753906,-8.4567756652832031
3.49797527219107,1.5027601718902588,-49.977413177490234,1.5027601718902588
3.6181434770578562,11.402378082275391,-48.682498931884766,11.402378082275391
3.7382274340888841,20.84736442565918,-45.446533203125,20.84736442565918
3.8632063186732069,29.461130142211914,-40.398536682128906,29.461130142211914
3.9833326134491074,36.900230407714844,-33.739780426025391,36.900230407714844
4.1039135044148907,42.868057250976562,-25.73576545715332,42.868057250976562
4.2242082948622794,47.126663208007813,-16.705619812011719,47.126663208007813
4.3441357305335089,49.506248474121094,-7.0093927383422852,49.506248474121094
4.4688678587664015,49.911930084228516,2.9663102626800537,49.911930084228516
4.584047479856423,48.327545166015625,12.82374095916748,48.327545166015625
4.7037397058339252,44.816257476806641,22.169868469238281,44.816257476806641
4.8228926601318278,39.518070220947266,30.632045745849609,39.518070220947266
4.9377861807034833,32.64422607421875,37.872871398925781,32.64422607421875
5.047338302957769,24.468807220458984,43.603641510009766,24.468807220458984
5.1812654195991286,15.317771911621094,47.595859527587891,15.317771911621094
5.2917079174576429,5.5559930801391602,49.690349578857422,5.5559930801391602
5.4123743392211168,-4.4273138046264648,49.803604125976562,-4.4273138046264648
5.5329881595440042,-14.234095573425293,47.931102752685547,-14.234095573425293
5.6478427636027106,-23.47334098815918,44.147506713867188,-23.47334098815918
5.7674960730672353,-31.776662826538086,38.603675842285156,-31.776662826538086
5.8939289812127242,-38.812995910644531,31.520648956298828,-38.812995910644531
6.0164253343933467,-44.301788330078125,23.180843353271484,-44.301788330078125
6.1280100960553625,-48.024196624755859,13.916775703430176,-48.024196624755859
6.244157498121524,-49.831794738769531,4.0978231430053711,-49.831794738769531
6.3627835827055037,-49.652515411376953,-5.8845162391662598,-49.652515411376953
6.482614796229285,-47.493507385253906,-15.632229804992676,-47.493507385253906
6.6020709572050862,-43.440853118896484,-24.756660461425781,-43.440853118896484
6.7222472874976518,-37.656135559082031,-32.894001007080078,-37.656135559082031
6.8431963885475966,-30.37000846862793,-39.719799041748047,-30.37000846862793
6.9619045826973718,-21.872976303100586,-44.961906433105469,-21.872976303100586
7.0821202571569017,-12.503829956054688,-48.411304473876953,-12.503829956054688
7.2305123423079181,-2.6361351013183594,-49.930458068847656,-2.6361351013183594
